,Geography,Gender,Balance,CreditScore,Age,NumOfProducts,EstimatedSalary,Exited
398,Germany,Male,155726.85,6.304448802,3.465735903,0,67789.99,0
399,France,Female,0,6.552507887,3.663561646,0.693147181,145894.9,0
400,France,Female,135842.41,6.423246964,4.094344562,0,183840.51,1
401,France,Male,63349.75,6.405228458,3.951243719,0,108887.44,0
402,Germany,Female,129499.42,6.385194399,3.63758616,0,154071.27,0
403,Spain,Male,0,6.621405652,3.951243719,0.693147181,179291.85,0
404,Spain,Male,70438.01,6.192362489,3.583518938,0.693147181,56937.43,0
405,France,Male,0,6.529418838,3.218875825,0.693147181,112239.03,0
406,France,Male,0,6.576469569,3.583518938,0,45909.87,0
407,Spain,Female,141434.04,6.28785856,3.891820298,0,173779.25,1
408,Spain,Female,0,6.415096959,3.610917913,0.693147181,125696.26,0
409,Germany,Male,152958.29,6.504288174,3.610917913,0.693147181,159585.61,0
410,Germany,Female,138306.34,6.285998095,3.713572067,0,106761.47,0
411,Spain,Male,0,6.563855527,3.218875825,0.693147181,129590.18,0
412,France,Male,0,6.69950034,3.63758616,0.693147181,80006.65,0
413,Spain,Female,124328.84,6.613384218,3.433987204,0,140451.52,0
414,Germany,Female,181461.48,6.541029999,3.713572067,0.693147181,187929.43,1
415,Spain,Male,0,6.678342115,3.555348061,0.693147181,167155.36,0
416,Spain,Male,0,6.439350371,3.258096538,0.693147181,191420.71,0
417,Germany,Female,110368.03,6.192362489,4.094344562,0,11384.45,1
418,France,Female,89588.35,6.320768294,3.663561646,0,94898.1,0
419,France,Female,0,6.466144724,3.828641396,0.693147181,106781.59,0
420,France,Female,0,6.405228458,3.33220451,0.693147181,159508.52,0
421,Germany,Female,115924.89,6.628041376,4.094344562,0,93524.19,1
422,France,Female,0,6.37331979,3.63758616,0.693147181,87168.46,0
423,Germany,Male,111756.5,6.282266747,3.688879454,0,8128.32,1
424,France,Female,0,6.519147288,3.555348061,0,125518.32,0
425,France,Male,0,6.390240667,3.663561646,0,48963.59,0
426,France,Male,162923.85,6.473890696,3.258096538,0,98368.24,0
427,Germany,Male,124576.65,6.198478716,3.663561646,0.693147181,148584.61,0
428,France,Male,80793.58,6.553933404,3.80666249,0,27474.81,0
429,Germany,Female,71340.09,6.192362489,3.688879454,0,76192.21,0
430,Germany,Male,99282.63,6.342121419,3.688879454,0,134600.94,1
431,Germany,Male,137946.39,6.428105273,4.043051268,0,72467.99,1
432,Germany,Male,127892.57,6.584791392,3.713572067,0.693147181,199645.45,0
433,Germany,Female,101084.36,6.306275287,3.496507561,0,42749.85,0
434,Germany,Female,114754.08,6.300785795,3.610917913,0,136050.44,1
435,France,Male,0,6.52649486,3.496507561,0,73564.44,0
436,France,Female,99286.98,6.635946556,3.931825633,0,85578.63,0
437,Germany,Female,79871.02,6.440946541,3.401197382,0.693147181,129826.89,0
438,France,Male,104088.59,6.246106765,3.555348061,0.693147181,119666,0
439,France,Female,168190.33,6.684611728,3.63758616,0.693147181,68052.08,0
440,Germany,Female,85679.25,6.192362489,3.737669618,0,164104.74,0
441,France,Female,0,6.439350371,3.555348061,0,80190.36,0
442,France,Female,0,6.672032945,3.433987204,0.693147181,84126.75,0
443,France,Female,121551.58,6.280395839,3.526360525,0.693147181,70179,0
444,France,Male,122220.19,6.613384218,3.828641396,0,118024.1,0
445,Spain,Male,116528.15,6.315358002,3.850147602,0,145704.19,1
446,France,Female,77780.29,6.617402978,3.258096538,0,183049.41,0
447,France,Male,0,6.582025139,3.610917913,0,120906.83,0
448,France,Male,125832.2,6.216606101,3.688879454,0,100433.83,0
449,France,Female,68065.8,6.514712691,3.63758616,0,138777,1
450,Spain,Female,127299.34,6.656726524,3.850147602,0.693147181,124694.99,0
451,Germany,Female,174937.64,6.202535517,3.63758616,0,40084.32,0
452,France,Male,0,6.69950034,3.688879454,0.693147181,119232.33,0
453,Spain,Male,110071.1,6.383506635,3.433987204,0,43921.36,0
454,Spain,Female,139432.37,6.380122537,3.784189634,0,62222.81,0
455,France,Female,127357.76,6.630683386,3.663561646,0,56577,0
456,France,Male,0,6.226536669,3.583518938,0.693147181,164253.35,0
457,France,Male,0,6.597145702,3.496507561,0,7666.73,0
458,France,Male,0,6.56667243,3.63758616,0.693147181,68487.51,0
459,Germany,Male,95556.31,6.242223265,3.761200116,0,199273.98,1
460,Spain,Male,0,6.456769656,3.610917913,0,186062.36,0
461,Germany,Male,111681.98,6.192362489,3.36729583,0.693147181,195711.16,0
462,France,Male,0,6.289715571,3.663561646,0.693147181,36692.17,0
463,Spain,Female,108738.71,6.232448017,3.218875825,0.693147181,106920.57,0
464,France,Female,133950.37,6.495265556,3.465735903,0,48725.68,1
465,Spain,Male,0,6.69950034,3.258096538,0.693147181,167036.94,0
466,France,Male,89968.69,6.410174882,3.496507561,0,68777.26,0
467,Spain,Female,0,6.69950034,3.465735903,0.693147181,18924.92,0
468,Germany,Female,130878.75,6.69950034,3.63758616,0.693147181,71905.77,1
469,France,Male,0,6.284134161,3.555348061,0.693147181,64833.28,0
470,France,Male,0,6.624065228,3.555348061,0.693147181,184843.77,0
471,Spain,Male,134169.62,6.447305863,3.295836866,0,176730.02,0
472,France,Male,149762.08,6.555356892,3.610917913,0,20629.4,1
473,France,Male,93844.69,6.651571874,3.258096538,0,28415.36,0
474,France,Male,0,6.665683718,3.33220451,0.693147181,77231.27,0
475,France,Female,0,6.34738921,3.496507561,0.693147181,102750.7,0
476,Germany,Male,141078.37,6.431331082,3.828641396,0,34580.8,1
477,Germany,Female,117992.59,6.405228458,3.433987204,0,183598.77,0
478,France,Female,100812.33,6.415096959,3.688879454,0.693147181,147358.27,0
479,France,Male,0,6.343880434,3.63758616,0,108469.2,0
480,France,Male,80262.6,6.489204931,3.36729583,0,20612.82,0
481,Spain,Male,156478.62,6.66949809,3.526360525,0,181196.76,0
482,France,Female,0,6.263398263,3.218875825,0.693147181,160249.1,0
483,France,Male,0,6.682108597,3.610917913,0.693147181,110783.28,0
484,Germany,Male,115217.99,6.192362489,3.610917913,0.693147181,144995.33,0
485,Spain,Male,0,6.421622268,4.094344562,0.693147181,150227.85,1
486,France,Female,155470.55,6.593044534,3.555348061,0,53718.28,0
487,France,Male,0,6.463029457,3.610917913,0.693147181,75248.3,0
488,France,Male,135096.77,6.295266001,3.663561646,0,14353.43,1
489,France,Male,0,6.539585956,3.401197382,0.693147181,130486.57,0
490,Germany,Female,180075.22,6.570882962,4.007333185,0,100127.71,0
491,Spain,Male,97541.24,6.381816017,3.36729583,0,196356.17,0
492,France,Female,156067.05,6.56526497,3.713572067,0,9983.88,0
493,France,Female,81550.94,6.459904454,3.63758616,0.693147181,118974.77,0
494,France,Female,0,6.274762021,3.850147602,0,194998.34,1
495,France,Female,170061.92,6.51174533,3.63758616,0.693147181,134901.34,1
496,Germany,Male,92310.54,6.639875834,3.583518938,0.693147181,72924.56,0
497,France,Female,169089.38,6.432940093,3.465735903,0.693147181,101057.95,0
498,France,Male,80613.93,6.692083743,3.688879454,0,142838.64,0
499,Germany,Male,121581.56,6.629363253,3.258096538,0.693147181,127059.04,0
500,France,Female,0,6.345636361,4.060443011,0,116503.92,1
501,Spain,Male,0,6.318968114,3.465735903,0.693147181,54405.79,0
502,France,Male,0,6.539585956,3.988984047,0.693147181,88721.84,0
503,France,Male,85891.55,6.651571874,4.094344562,0,74135.48,1
504,Spain,Male,77637.35,6.458338283,3.784189634,0.693147181,111346.22,0
505,Spain,Female,0,6.29710932,3.713572067,0,194902.16,0
506,France,Male,0,6.369900983,3.433987204,0.693147181,31474.27,0
507,Germany,Male,116927.89,6.538139824,3.401197382,0,21198.39,0
508,Germany,Female,137326.65,6.527957918,3.688879454,0,186976.6,0
509,France,Male,0,6.597145702,3.218875825,0.693147181,117202.19,0
510,Spain,Female,0,6.395261598,3.610917913,0.693147181,143739.29,0
511,Germany,Female,67238.98,6.261491684,3.433987204,0.693147181,161811.23,0
512,Germany,Female,86569.76,6.448889394,3.63758616,0.693147181,98090.91,0
513,Spain,Male,0,6.599870499,3.526360525,0.693147181,71095.41,0
514,France,Male,133598.4,6.598509029,3.526360525,0,13107.24,0
515,France,Female,136188.78,6.405228458,3.931825633,0,67110.59,1
516,Spain,Male,0,6.675823222,3.63758616,0.693147181,88225.02,0
517,France,Female,0,6.192362489,4.025351691,0.693147181,62256.87,1
518,Germany,Male,120092.52,6.658011046,3.610917913,0.693147181,135925.72,0
519,France,Male,101238.24,6.548219103,3.871201011,0.693147181,177815.87,1
520,France,Male,89685.92,6.561030666,4.060443011,0,126471.13,0
521,France,Female,211774.31,6.69950034,3.555348061,0,188574.12,1
522,France,Male,131317.48,6.69950034,4.025351691,0,119175.45,0
523,Spain,Male,93722.73,6.267200549,3.610917913,0.693147181,139093.73,0
524,Germany,Male,101160.99,6.54534966,3.465735903,0,115916.55,0
525,France,Male,120320.54,6.49375384,3.871201011,0,96463.25,0
526,France,Female,0,6.65415252,3.433987204,0.693147181,112349.51,0
527,France,Male,0,6.552507887,3.761200116,0.693147181,165303.79,0
528,France,Male,0,6.413458957,3.258096538,0.693147181,166031.08,0
529,Germany,Female,152827.99,6.349138991,3.871201011,0,38411.79,1
530,France,Male,64097.75,6.51174533,3.401197382,0,77783.35,0
531,Spain,Female,119035.35,6.251903883,4.043051268,0.693147181,29871.79,0
532,Spain,Female,135219.57,6.553933404,3.258096538,0,59747.63,0
533,France,Male,93694.42,6.591673732,3.465735903,0,79919.13,0
534,Spain,Male,59408.63,6.29710932,3.555348061,0,76773.53,0
535,France,Female,114354.95,6.309918278,3.688879454,0,54018.93,0
536,France,Male,0,6.410174882,4.077537444,0,70649.64,1
537,Germany,Male,128173.9,6.459904454,3.555348061,0.693147181,59093.39,0
538,Spain,Male,0,6.530877628,3.526360525,0.693147181,127569.8,0
539,Germany,Female,114931.35,6.335054251,4.094344562,0.693147181,18260.98,1
540,Germany,Female,111071.36,6.613384218,3.33220451,0,73275.96,1
541,France,Male,151226.18,6.69950034,3.610917913,0.693147181,136129.49,0
542,France,Male,0,6.432940093,3.258096538,0.693147181,153237.59,0
543,France,Female,64740.12,6.391917113,3.737669618,0,106841.12,0
544,Spain,Male,169312.13,6.580639137,3.931825633,0,109078.35,1
545,France,Female,0,6.222576268,3.891820298,0.693147181,87822.14,1
546,Spain,Female,112652.08,6.69950034,3.784189634,0.693147181,126644.98,0
547,France,Male,0,6.37502482,3.63758616,0.693147181,47414.15,0
548,Germany,Female,143964.36,6.192362489,3.401197382,0.693147181,41879.99,0
549,France,Male,122451.46,6.230481448,3.891820298,0.693147181,75808.1,0
550,France,Male,0,6.618738984,3.218875825,0.693147181,47911.03,0
551,Germany,Female,65253.07,6.580639137,3.583518938,0.693147181,28737.78,0
552,Germany,Male,106901.94,6.513230111,3.850147602,0,2079.2,1
553,Spain,Female,128509.63,6.529418838,3.218875825,0,121562.33,0
554,France,Male,0,6.192362489,3.526360525,0.693147181,55003.79,0
555,Germany,Male,129834.67,6.352629396,3.496507561,0,193131.42,0
556,Spain,Female,154962.99,6.380122537,3.931825633,0.693147181,191932.27,1
557,Germany,Male,138241.9,6.37502482,3.688879454,0.693147181,159418.1,0
558,Germany,Male,91536.93,6.393590754,3.713572067,0,191468.78,1
559,Spain,Male,0,6.608000625,3.970291914,0.693147181,38913.68,0
560,Spain,Female,0,6.69950034,4.094344562,0,705.18,0
561,Germany,Female,105204.01,6.369900983,3.36729583,0,138490.03,0
562,Spain,Male,152968.73,6.476972363,4.094344562,0,82970.69,0
563,Spain,Male,158261.68,6.408528791,3.583518938,0,76744.72,0
564,France,Female,0,6.232448017,3.828641396,0,71244.59,1
565,Spain,Female,121021.05,6.535241271,3.63758616,0,12182.15,0
566,France,Male,0,6.29710932,3.583518938,0.693147181,141210.5,0
567,Spain,Female,0,6.192362489,3.988984047,0,191763.07,1
568,Spain,Female,137715.66,6.532334292,4.094344562,0,37938.74,0
569,Germany,Male,121192.22,6.602587892,3.433987204,0.693147181,74890.58,0
570,France,Male,0,6.634633358,3.433987204,0.693147181,166698.18,0
571,France,Male,100486.18,6.398594935,3.784189634,0.693147181,62678.53,0
572,France,Male,0,6.478509642,3.80666249,0,67740.08,1
573,France,Male,92566.53,6.613384218,3.555348061,0.693147181,161519.77,0
574,Spain,Female,0,6.473890696,3.891820298,0.693147181,159835.78,1
575,Spain,Male,110929.96,6.69950034,3.688879454,0,30876.84,0
576,France,Female,0,6.302618976,3.295836866,0.693147181,14858.1,0
577,Spain,Female,138901.61,6.192362489,3.465735903,0,75685.97,0
578,France,Male,123217.66,6.626717749,3.401197382,0.693147181,144183.1,0
579,France,Female,0,6.385194399,3.713572067,0,65170.66,0
580,France,Male,0,6.552507887,3.663561646,0.693147181,82526.92,0
581,Spain,Male,0,6.552507887,3.583518938,0.693147181,169161.46,0
582,Spain,Female,108431.87,6.408528791,3.496507561,0.693147181,109291.39,1
583,Spain,Female,0,6.37331979,4.043051268,0.693147181,6057.81,0
584,Germany,Female,72392.41,6.304448802,3.401197382,0,77077.14,0
585,Germany,Female,119741.77,6.472346295,3.931825633,0.693147181,54954.51,1
586,France,Female,100946.71,6.633318433,3.931825633,0,179614.8,1
587,Spain,Male,170491.84,6.431331082,3.970291914,0,35588.07,1
588,France,Male,0,6.586171655,3.784189634,0,117356.14,0
589,France,Male,0,6.265301213,3.583518938,0,160696.72,0
590,Spain,Female,157296.02,6.251903883,3.850147602,0.693147181,147278.43,1
591,Germany,Female,144606.22,6.56948142,3.63758616,0,56594.36,1
592,France,Male,134811.3,6.551080335,3.63758616,0,1299.75,0
593,France,Female,115897.12,6.501289671,3.526360525,0,25095.03,0
594,Spain,Male,82034,6.445719819,3.465735903,0,146326.45,0
595,Spain,Female,174318.13,6.658011046,3.258096538,0.693147181,38296.21,0
596,Germany,Female,114206.84,6.415096959,3.713572067,0,164061.6,0
597,Spain,Male,0,6.529418838,3.761200116,0.693147181,107811.28,0
598,Germany,Male,111574.41,6.470799504,3.663561646,0,30838.51,0
599,Germany,Female,162448.69,6.52649486,4.043051268,0,9221.78,1
600,Germany,Female,148249.54,6.192362489,3.526360525,0,33738.27,0
601,France,Female,0,6.398594935,3.761200116,0.693147181,110916.15,1
602,Spain,Female,123709.46,6.635946556,3.258096538,0.693147181,169654.57,0
603,France,Female,0,6.532334292,4.094344562,0,69829.4,0
604,France,Male,0,6.338594078,3.401197382,0,54926.51,1
605,France,Male,150525.8,6.553933404,3.610917913,0,94728.49,0
606,France,Male,0,6.398594935,3.36729583,0,80393.27,0
607,France,Male,0,6.549650742,3.970291914,0.693147181,111307.98,0
608,France,Male,0,6.369900983,3.33220451,0.693147181,19834.32,0
609,France,Male,0,6.549650742,3.555348061,0.693147181,78397.24,0
610,Germany,Female,111018.98,6.548219103,3.931825633,0,86410.28,0
611,France,Male,129755.99,6.204557763,3.401197382,0,172749.65,0
612,France,Female,0,6.476972363,3.295836866,0.693147181,1002.39,0
613,France,Female,129555.7,6.405228458,4.094344562,0,13601.79,0
614,Spain,Male,87202.38,6.502790046,3.63758616,0,77866.91,0
615,Germany,Male,146133.39,6.533788838,3.258096538,0,175296.76,0
616,Spain,Female,0,6.588926478,3.433987204,0,121751.04,1
617,Spain,Male,170184.99,6.625392368,3.663561646,0.693147181,89593.26,0
618,Germany,Female,140745.33,6.416732283,4.094344562,0,193437.89,1
619,Spain,Male,139070.51,6.302618976,3.737669618,0,86945,0
620,Spain,Female,0,6.51174533,3.610917913,0.693147181,183318.79,0
621,France,Male,114193.24,6.385194399,3.555348061,0,71154.1,0
622,Spain,Female,167878.5,6.486160789,3.688879454,0,151887.16,0
623,Germany,Female,141616.55,6.282266747,3.970291914,0.693147181,75888.65,0
624,Germany,Male,145747.67,6.519147288,3.583518938,0.693147181,89566.74,0
625,Spain,Female,129120.64,6.192362489,3.871201011,0,26475.79,0
626,Spain,Male,110349.82,6.69950034,3.555348061,0,126355.8,0
627,France,Male,141325.56,6.192362489,3.36729583,0,93839.3,0
628,France,Male,78653.84,6.622736324,3.891820298,0,7698.6,0
629,France,Male,0,6.475432717,3.850147602,0.693147181,145593.85,0
630,Spain,Female,142253.65,6.683360946,3.33220451,0,45042.56,0
631,France,Female,0,6.378426184,4.094344562,0,61108.56,1
632,Germany,Female,115988.86,6.368187186,3.988984047,0,57553.98,1
633,Spain,Female,75592.43,6.69950034,3.496507561,0,62674.42,0
634,Germany,Male,164113.04,6.29156914,3.784189634,0.693147181,12120.79,0
635,France,Male,67996.23,6.69950034,3.433987204,0.693147181,50129.87,1
636,Spain,Female,0,6.54534966,3.931825633,0.693147181,55022.43,0
637,Spain,Female,0,6.492239835,3.496507561,0.693147181,117834.91,0
638,France,Male,138778.15,6.525029658,3.871201011,0,168840.23,0
639,France,Female,147832.15,6.612041035,3.761200116,0,24234.11,0
640,France,Female,135438.4,6.665683718,3.583518938,0,190627.01,0
641,Spain,Male,116060.08,6.622736324,3.871201011,0,156618.38,1
642,France,Female,112564.62,6.559615237,3.36729583,0,42334.38,0
643,France,Female,125406.58,6.368187186,3.295836866,0,110784.42,0
644,Germany,Female,135134.99,6.492239835,3.663561646,0,173683,1
645,France,Female,133102.92,6.69950034,3.663561646,0,27046.46,1
646,France,Female,42157.08,6.51174533,3.526360525,0,20598.59,1
647,France,Female,0,6.622736324,3.401197382,0.693147181,104991.28,0
648,France,Male,82259.29,6.359573869,3.63758616,0,8996.97,0
649,France,Female,0,6.192362489,3.583518938,0.693147181,64420.5,0
650,France,Male,0,6.480044562,3.63758616,0.693147181,145700.22,0
651,France,Female,0,6.444131257,3.891820298,0.693147181,196335.48,0
652,France,Male,0,6.579251212,3.951243719,0,14781.12,0
653,France,Male,150461.07,6.504288174,3.737669618,0,108139.23,0
654,Germany,Male,133994.52,6.192362489,3.871201011,0,19287.06,1
655,Spain,Male,164870.81,6.591673732,3.433987204,0.693147181,9567.39,0
656,Germany,Male,121702.73,6.210600077,3.218875825,0,132210.49,0
657,Spain,Male,193858.2,6.308098442,3.218875825,0,21600.11,0
658,Germany,Female,131039.97,6.398594935,3.988984047,0.693147181,199661.5,0
659,France,Male,113829.45,6.298949247,4.094344562,0,124341.49,0
660,France,Female,0,6.621405652,3.401197382,0.693147181,15766.1,0
661,Germany,Female,81877.38,6.448889394,3.713572067,0,33642.21,0
662,Spain,Male,116326.07,6.542471961,4.043051268,0,117704.65,0
663,France,Male,0,6.519147288,3.433987204,0.693147181,58803.28,0
664,France,Male,0,6.543911846,3.828641396,0.693147181,137537.22,0
665,France,Female,0,6.49375384,3.713572067,0.693147181,131300.68,0
666,France,Male,0,6.49375384,3.496507561,0.693147181,84174.81,0
667,France,Female,127070.73,6.326149473,3.433987204,0,160941.78,0
668,France,Male,0,6.22059017,3.36729583,0.693147181,143954.99,0
669,Spain,Male,122549.64,6.543911846,3.828641396,0,56297.85,0
670,France,Female,176099.13,6.461468176,3.737669618,0,8404.73,0
671,Germany,Female,122388.38,6.436150368,3.871201011,0.693147181,30020.09,0
672,France,Male,0,6.502790046,3.737669618,0.693147181,58137.42,0
673,France,Male,0,6.464588304,3.258096538,0,47472.68,0
674,Spain,Female,118879.35,6.461468176,3.465735903,0.693147181,19131.71,0
675,Spain,Male,0,6.270988432,3.555348061,0.693147181,187288.5,0
676,France,Female,0,6.333279628,3.663561646,0.693147181,17603.81,0
